Nom,Lien,Code INSEE,Page Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Maison 179m² à audierne,https://www.etreproprio.com/immobilier-19460061-vente-maison-179m-a-audierne-audierne,29003,https://www.etreproprio.com/annonces/th.lc29003-r0.odd.g2#list,326500.0,Audierne 29770,179.0,226,,1824.0
Maison 39m² à audierne,https://www.etreproprio.com/immobilier-17709901-vente-maison-39m-a-audierne-audierne,29003,https://www.etreproprio.com/annonces/th.lc29003-r0.odd.g2#list,90000.0,Audierne 29770,39.0,9,2.0,2308.0
Maison sur bannalec,https://www.etreproprio.com/immobilier-23895321-vente-maison-sur-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,210000.0,Bannalec 29380,80.0,,,2625.0
Maison 120m² à bannalec,https://www.etreproprio.com/immobilier-23883987-vente-maison-120m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,248400.0,Bannalec 29380,120.0,512,5.0,2070.0
Maison 107m² à bannalec,https://www.etreproprio.com/immobilier-22400615-vente-maison-107m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,254000.0,Bannalec 29380,107.0,1 100,4.0,2374.0
Exclusivite !!,https://www.etreproprio.com/immobilier-23777690-vente-exclusivite-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,294000.0,Bannalec 29380,105.0,694,5.0,2800.0
"Bannalec - maison familiale  avec vie de plain pied, dans un cadre champêtre avec sous-sol total",https://www.etreproprio.com/immobilier-23277359-vente-bannalec-maison-familiale-avec-vie-de-plain-pied-dans-un-cadre-champetre-avec-sous-sol-total-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,256760.0,Bannalec 29380,113.0,1 100,7.0,2272.0
Maison 151m² à bannalec,https://www.etreproprio.com/immobilier-23797150-vente-maison-151m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,416000.0,Bannalec 29380,151.0,555,5.0,2755.0
Maison avec hangar 5 pièces - 110 m2 - bannalec,https://www.etreproprio.com/immobilier-23773637-vente-maison-avec-hangar-5-pieces-110-m2-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,263750.0,Bannalec 29380,110.0,1 426,5.0,2398.0
Maison 118m² à bannalec,https://www.etreproprio.com/immobilier-22212302-vente-maison-118m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,252000.0,Bannalec 29380,118.0,5 556,5.0,2136.0
Maison de charme à bannalec,https://www.etreproprio.com/immobilier-23739775-vente-maison-de-charme-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,241500.0,Bannalec 29380,135.0,1 197,7.0,1789.0
Maison 103m² à bannalec,https://www.etreproprio.com/immobilier-23741810-vente-maison-103m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,259000.0,Bannalec 29380,103.0,1 500,5.0,2515.0
Maison 123m² à bannalec,https://www.etreproprio.com/immobilier-23741695-vente-maison-123m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,254000.0,Bannalec 29380,123.0,1 170,6.0,2065.0
Maison de ville à bannalec 4 pièces 76 m2,https://www.etreproprio.com/immobilier-23709574-vente-maison-de-ville-a-bannalec-4-pieces-76-m2-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,210000.0,Bannalec 29380,76.0,328,4.0,2763.0
#398 ensemble de 2 maisons en campagne,https://www.etreproprio.com/immobilier-21449841-vente-398-ensemble-de-2-maisons-en-campagne-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,189900.0,Bannalec 29380,134.0,724,8.0,1417.0
Bannalec : l'histoire d'une longère d’exception,https://www.etreproprio.com/immobilier-23673301-vente-bannalec-l-histoire-d-une-longere-d-exception-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,394800.0,Bannalec 29380,155.0,1 200,5.0,2547.0
Maison  8 pièce(s) 180 m2,https://www.etreproprio.com/immobilier-23659266-vente-maison-8-pieces-180-m2-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,194157.0,Bannalec 29380,180.0,1 216,8.0,1079.0
Maison de plain-pied et dépendance,https://www.etreproprio.com/immobilier-22659572-vente-maison-de-plain-pied-et-dependance-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,252000.0,Bannalec 29380,117.0,5 556,5.0,2154.0
Maison 132m² à bannalec,https://www.etreproprio.com/immobilier-23318420-vente-maison-132m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,269000.0,Bannalec 29380,132.0,1 129,6.0,2038.0
Maison 132m² à bannalec,https://www.etreproprio.com/immobilier-23488789-vente-maison-132m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,190500.0,Bannalec 29380,132.0,703,8.0,1443.0
Charmante maison de 5 pièces au cœur e bannalec,https://www.etreproprio.com/immobilier-23485469-vente-charmante-maison-de-5-pieces-au-coeur-e-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,248400.0,Bannalec 29380,121.0,512,5.0,2053.0
Propriété de caractère avec deux habitations,https://www.etreproprio.com/immobilier-23176634-vente-propriete-de-caractere-avec-deux-habitations-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g1#list,358800.0,Bannalec 29380,210.0,6 056,7.0,1709.0
Propriété de caractère sur plus de 7 hectares de terrain argol,https://www.etreproprio.com/immobilier-22072680-vente-propriete-de-caractere-sur-plus-de-7-hectares-de-terrain-argol-argol,29001,https://www.etreproprio.com/annonces/th.lc29001-r0.odd.g2#list,399000.0,Argol 29560,123.0,71 896,6.0,3244.0
"Au calme, proche des commodités !",https://www.etreproprio.com/immobilier-23492734-vente-au-calme-proche-des-commodites-baye,29005,https://www.etreproprio.com/annonces/th.lc29005-r0.odd.g1#list,285990.0,Baye 29300,115.0,2 247,4.0,2487.0
Maison 105m² à baye,https://www.etreproprio.com/immobilier-22450025-vente-maison-105m-a-baye-baye,29005,https://www.etreproprio.com/annonces/th.lc29005-r0.odd.g1#list,199500.0,Baye 29300,105.0,1 947,5.0,1900.0
Maison 5 pièce(s) 98 m2 habitables,https://www.etreproprio.com/immobilier-22712270-vente-maison-5-pieces-98-m2-habitables-baye,29005,https://www.etreproprio.com/annonces/th.lc29005-r0.odd.g1#list,218379.0,Baye 29300,98.0,1 407,5.0,2228.0
"""glaïeul"", maison avec grand jardin proche centre ville de bannalec",https://www.etreproprio.com/immobilier-22428995-vente-glaieul-maison-avec-grand-jardin-proche-centre-ville-de-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,258475.0,Bannalec 29380,123.0,1 200,6.0,2101.0
"Maison sur terrain de 700 m2, vie de plain‑pied proximité commerces!",https://www.etreproprio.com/immobilier-23352591-vente-maison-sur-terrain-de-700-m2-vie-de-plain-pied-proximite-commerces-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,208500.0,Bannalec 29380,90.0,700,5.0,2317.0
Maison contemporaine à bannalec,https://www.etreproprio.com/immobilier-22688292-vente-maison-contemporaine-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,369200.0,Bannalec 29380,130.0,768,5.0,2840.0
Charmante maison proche des commodités,https://www.etreproprio.com/immobilier-23326424-vente-charmante-maison-proche-des-commodites-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,249800.0,Bannalec 29380,125.0,532,6.0,1998.0
Ensemble longère 163 m² et hangar à bannalec,https://www.etreproprio.com/immobilier-20323488-vente-ensemble-longere-163-m-et-hangar-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,399500.0,Bannalec 29380,163.0,3 332,6.0,2451.0
"Bannalec, maison de caractère",https://www.etreproprio.com/immobilier-17656637-vente-bannalec-maison-de-caractere-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,147000.0,Bannalec 29380,130.0,1 500,4.0,1131.0
"Bannalec - longère rénovée, hangar et pièce indépendante, puit, serres, campagne proche commodités!",https://www.etreproprio.com/immobilier-22068883-vente-bannalec-longere-renovee-hangar-et-piece-independante-puit-serres-campagne-proche-commodites-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,402000.0,Bannalec 29380,175.0,3 332,7.0,2297.0
Charmante petite maison au bourg de bannalec,https://www.etreproprio.com/immobilier-23217793-vente-charmante-petite-maison-au-bourg-de-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,189000.0,Bannalec 29380,55.0,162,3.0,3436.0
Maison 133m² à bannalec,https://www.etreproprio.com/immobilier-23221146-vente-maison-133m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,265000.0,Bannalec 29380,133.0,422,5.0,1992.0
Maison 125m² à bannalec,https://www.etreproprio.com/immobilier-23190023-vente-maison-125m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,331200.0,Bannalec 29380,125.0,20 000,7.0,2650.0
Maison 5 chambres à bannalec 130 m2,https://www.etreproprio.com/immobilier-23112220-vente-maison-5-chambres-a-bannalec-130-m2-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,204750.0,Bannalec 29380,133.0,653,6.0,1539.0
Maison 60m² à bannalec,https://www.etreproprio.com/immobilier-23064569-vente-maison-60m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,65000.0,Bannalec 29380,60.0,2 210,3.0,1083.0
Maison 104m² à bannalec,https://www.etreproprio.com/immobilier-23039977-vente-maison-104m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,233000.0,Bannalec 29380,104.0,475,4.0,2240.0
Longère et dépendances à bannalec,https://www.etreproprio.com/immobilier-21416304-vente-longere-et-dependances-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,278250.0,Bannalec 29380,143.0,1 585,4.0,1946.0
Maison 87m² à bannalec,https://www.etreproprio.com/immobilier-22925198-vente-maison-87m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,210000.0,Bannalec 29380,87.0,714,3.0,2414.0
Maison 90m² à bannalec,https://www.etreproprio.com/immobilier-22000397-vente-maison-90m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,247000.0,Bannalec 29380,90.0,1 500,5.0,2744.0
Maison 86m² à bannalec,https://www.etreproprio.com/immobilier-22766082-vente-maison-86m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,210000.0,Bannalec 29380,86.0,700,4.0,2442.0
"Maison familiale à vendre à bannalec (29)   4 chambres, grand terrain, garage attenant",https://www.etreproprio.com/immobilier-22735654-vente-maison-familiale-a-vendre-a-bannalec-29-4-chambres-grand-terrain-garage-attenant-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,249900.0,Bannalec 29380,92.0,1 500,5.0,2716.0
Maison 167m² à bannalec,https://www.etreproprio.com/immobilier-21549194-vente-maison-167m-a-bannalec-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,388600.0,Bannalec 29380,167.0,420,6.0,2327.0
"""felicità"", maison de charme au centre ville",https://www.etreproprio.com/immobilier-22519555-vente-felicita-maison-de-charme-au-centre-ville-bannalec,29004,https://www.etreproprio.com/annonces/th.lc29004-r0.odd.g2#list,390000.0,Bannalec 29380,160.0,418,7.0,2438.0
Maison benodet 6 pièces 135m2,https://www.etreproprio.com/immobilier-23902560-vente-maison-benodet-6-pieces-135m2-benodet,29006,https://www.etreproprio.com/annonces/th.lc29006-r0.odd.g1#list,475000.0,Benodet 29950,135.0,470,6.0,3519.0
Maison neuve 6 pièces bénodet,https://www.etreproprio.com/immobilier-23899961-vente-maison-neuve-6-pieces-benodet-benodet,29006,https://www.etreproprio.com/annonces/th.lc29006-r0.odd.g1#list,780900.0,Benodet 29950,226.0,,6.0,3455.0
Maison 103m² à benodet,https://www.etreproprio.com/immobilier-23863498-vente-maison-103m-a-benodet-benodet,29006,https://www.etreproprio.com/annonces/th.lc29006-r0.odd.g1#list,321000.0,Benodet 29950,103.0,384,4.0,3117.0
Maison 104m² à benodet,https://www.etreproprio.com/immobilier-23862101-vente-maison-104m-a-benodet-benodet,29006,https://www.etreproprio.com/annonces/th.lc29006-r0.odd.g1#list,321000.0,Benodet 29950,104.0,389,3.0,3087.0
Maison contemporaine à bénodet,https://www.etreproprio.com/immobilier-23809415-vente-maison-contemporaine-a-benodet-benodet,29006,https://www.etreproprio.com/annonces/th.lc29006-r0.odd.g1#list,398500.0,Benodet 29950,131.0,598,6.0,3042.0
"Bénodet : maison d'architecte de 2008,  piscine, proche plage, au calme",https://www.etreproprio.com/immobilier-23777260-vente-benodet-maison-d-architecte-de-2008-piscine-proche-plage-au-calme-benodet,29006,https://www.etreproprio.com/annonces/th.lc29006-r0.odd.g1#list,828000.0,Benodet 29950,155.0,930,6.0,5342.0
